block_id,work_id,block_type,block_text,pdf_page,pdf_bbox,block_seq,parent_title_block_id,title_level
2016405925161734343,W1013271995,text,The expression for the matching rate is ,20,"[106, 621, 398, 635]",364,2016405925161734335,
2016405925161734344,W1013271995,equation,"$$
r _ { c _ { i } , s _ { j } } = \beta _ { s _ { j } } \sum _ { ( s _ { 1 } , \ldots , s _ { J } ) \in \mathcal { P } _ { I } } \pi _ { R } ( S _ { 1 } , \ldots , S _ { J } ) \left( \sum _ { k = 1 } ^ { J - 1 } \phi _ { k } \frac { \alpha _ { ( k ) } } { \beta _ { ( k ) } - \alpha _ { ( k ) } \chi _ { k } } \prod _ { l = 1 } ^ { k - 1 } \frac { \beta _ { ( l ) } - \alpha _ { ( l ) } } { \beta _ { ( l ) } - \alpha _ { ( l ) } \chi _ { l } } + \frac { \phi _ { J } } { \phi _ { J } + \psi _ { J } } \prod _ { l = 1 } ^ { J - 1 } \frac { \beta _ { ( l ) } - \alpha _ { ( l ) } } { \beta _ { ( l ) } - \alpha _ { ( l ) } \chi _ { l } } \prod _ { l = 1 } ^ { k } \frac { \beta _ { ( l ) } } { \beta _ { ( l ) } - \alpha _ { ( l ) } \chi _ { l } } \right) .
$$",20,"[161, 641, 816, 684]",365,2016405925161734335,
2016405925161734345,W1013271995,title,6. Calculation of Performance Measures,20,"[91, 690, 230, 704]",366,,1.0
2016405925161734346,W1013271995,text,"Assue ergodicity equivalentl, complete resour pooling) holds, and consider a stationary FCFS mahing over $\mathbb { Z }$ For each server $s ^ { n }$ ,if $s ^ { n }$ is matched to $c ^ { m }$ we let $\bar { L ( s ^ { n } , c ^ { m } ) } = m - n$ denote the link length. We define the random variable $L _ { s _ { j } }$ to have the stationary distribution of link lengths of servers of type $s _ { j }$ We define the random variable $L _ { s _ { j } , c _ { i } }$ to ve arui  ema bee re $s _ { j }$ and customers of type $c _ { i }$ . In this section we derive the distributions of $L _ { s _ { j } }$ and of $L _ { s _ { j } , c _ { i } }$ . They are mixtures of convolutions of some positively signed and some negatively signed geometric random variables. ",20,"[91, 704, 906, 797]",367,2016405925161734345,
2016405925161734347,W1013271995,text,"Consider the system following server-by-server FCFS matching and exchanging of all servers up to $N$ .The state is $\mathfrak { s } = \tilde { s } ^ { N } , \dotsc , \dotsc , c ^ { \bar { N } } = S _ { 1 } , \dotsc , \dotsc , S _ { J } , \dotsc _ { J }$ Let $s ^ { N + 1 } = s _ { j }$ . $s ^ { N + 1 }$ will be matched to one of the elements of ${ \mathcal { G } } ,$ since $\mathfrak { S }$ contains customers of all types. Say it is matched to $c ^ { m }$ . We are interested in $L _ { s _ { j } } = m - ( N + 1 )$ . We are also interested in the special case that $c ^ { m } = c _ { i }$ . The conditional random variable, conditional on $c ^ { m } = c _ { i }$ is then $L _ { c _ { i } , s _ { j } } = m - ( N + 1 )$ . ",20,"[91, 797, 908, 872]",368,2016405925161734345,
2016405925161734348,W1013271995,text,"We introduce the following additional notation. For the state ${ \mathfrak { s } } ,$ we let #c and #s count, respectively, the number of unmatched customers and the number of matched exchanged servers in s. Also for $c ^ { m }$ we let $\# c _ { L } ,$ $\sharp c _ { R } , \# \tilde { s } _ { L } , \# \tilde { s } _ { R }$ count, respectively, the number of customers and of servers, to the left (preceding) and to the right (succeeding) of $c ^ { m }$ in s. ",20,"[91, 873, 906, 934]",369,2016405925161734345,
2016405925161734349,W1013271995,discarded,"Adan et al.:Reversibility of FCFS Matching Mathematics of Operations Research, 2018, vol. 43, no. 2, pp. 598621, $\circledcirc$ 2017 INFORMS ",20,"[89, 46, 522, 71]",370,2016405925161734345,
2016405925161734350,W1013271995,discarded,617 ,20,"[877, 58, 905, 69]",371,2016405925161734345,
2016405925161734351,W1013271995,discarded,,20,"[0, 188, 22, 821]",372,2016405925161734345,
2016405925161734352,W1013271995,text,"Figure 11. The length of the links $L ( s ^ { N + 1 } , c ^ { m } ) ,$ from $s ^ { N + 1 }$ to $c ^ { m }$ . ",21,"[89, 87, 506, 103]",373,2016405925161734345,
2016405925161734353,W1013271995,image,,21,"[330, 109, 666, 210]",374,2016405925161734345,
2016405925161734354,W1013271995,text,"Proposition 3. If $s ^ { N + 1 }$ is matched to $c ^ { m }$ ,then $L ( s ^ { N + 1 } , c ^ { m } ) = m - ( N + 1 )$ is equal to the total number of unmatched customers preceding $c ^ { m }$ minus the total number of matched exchanged servers following $c ^ { m }$ , that is ",21,"[94, 229, 903, 261]",375,2016405925161734345,
2016405925161734355,W1013271995,equation,"$$
L ( s ^ { N + 1 } , c ^ { m } ) = m - ( N + 1 ) = \# c _ { L } - \# \tilde { s } _ { R } .
$$",21,"[366, 270, 630, 289]",376,2016405925161734345,
2016405925161734356,W1013271995,text,"Proof. Figure 11 describes a link from $s ^ { N + 1 }$ to $c ^ { m }$ . In this figure we see the position of $N$ relative to $\underline N$ and $\bar { N } .$ , and the position $m$ Conditional on $S _ { 1 } , \ldots , S _ { J }$ we have the words in between these last servers of each type, $\mathfrak { m } _ { 1 } , \ldots , \mathfrak { m } _ { J }$ . The match occurs in position $m$ in the middle of the word $\mathfrak { w } _ { \ell } . \ G _ { k }$ denotes the random number of customers in the word $\mathfrak { w } _ { k }$ skipped by $s ^ { N + 1 }$ in the search for a match, where $k = 1 , \dots , \ell$ We will see that $G _ { k }$ are independent and geometrically distributed. $H _ { k }$ is the random number of matched and exchanged servers, occurring in the word ${ \mathfrak { w } } _ { k }$ after the position $m _ { . }$ , for $k = \ell , \dots , J$ We will see that $H _ { k }$ are also independent and geometrically distributed, and $G _ { 1 } , \ldots , G _ { \ell }$ and $H _ { \ell } , \ldots , H _ { J }$ are independent. In this figure, $\# c _ { L } = G _ { 1 } + \cdot \cdot \cdot + G _ { \ell }$ and $\# s _ { R } = H _ { \ell } + \cdot \cdot \cdot + H _ { J }$ . ",21,"[89, 297, 908, 420]",377,2016405925161734345,
2016405925161734357,W1013271995,text,The lemma follows from ,21,"[109, 420, 290, 435]",378,2016405925161734345,
2016405925161734358,W1013271995,equation,"$$
\begin{array} { r l r } & { } & { N - \underline { { N } } + 1 = \# \tilde { s } , \qquad \# \tilde { s } = \# \tilde { s } _ { L } + \# \tilde { s } _ { R } , \qquad m - \underline { { N } } = \# c _ { L } + \# \tilde { s } _ { L } , } \\ & { } &  L ( s ^ { N + 1 } , c ^ { m } ) = m - ( N + 1 ) = m - \underline { { N } } - \# \tilde { s } = \# c _ { L } - \# \tilde { s } _ { R } . \quad \sqsupset \ \end{array}
$$",21,"[290, 445, 705, 483]",379,2016405925161734345,
2016405925161734359,W1013271995,text,"We now need to count the number of matched customers preceding $c ^ { m }$ , and matched and exchanged servers succeeding $c ^ { m }$ .We condition on $s ^ { N + 1 } = s _ { j } ,$ and on $R _ { N } = ( S _ { 1 } , \ldots , S _ { J } )$ Then $\mathfrak { w } _ { k }$ consists of sequences of skipped customers of type $\mathcal { U } \{ S _ { 1 } , \ldots , S _ { k } \} ,$ and exchanged servers of type $S _ { k + 1 } , \dots , S _ { J } ,$ and their number is geometrically distributed (with values $0 , 1 , \ldots ,$ as in (20), (21): ",21,"[91, 492, 906, 554]",380,2016405925161734345,
2016405925161734360,W1013271995,equation,"$$
\# ( c ^ { r } , \mathfrak { w } _ { k } ) \sim \mathsf { G e o m } _ { 0 } \biggl ( 1 - \frac { \alpha _ { ( k ) } } { \beta _ { ( k ) } } \biggr ) , \qquad \# ( \tilde { s } ^ { h } , \mathfrak { w } _ { k } ) \sim \mathsf { G e o m } _ { 0 } \biggl ( 1 - \frac { 1 - \beta _ { ( k ) } } { 1 - \alpha _ { ( k ) } } \biggr ) .
$$",21,"[264, 560, 730, 598]",381,2016405925161734345,
2016405925161734361,W1013271995,text,"We now count $\# c _ { L } ,$ the number of skipped customers prior to a match $c ^ { m }$ Within the word $\mathrm { i } \mathrm { \Delta } _ { \mathrm { k } } ,$ following each skipped customer or at the beginning of the word, we can encounter either a next skipped customer, or the end of the word, or a match for $s ^ { N + 1 } = s _ { j }$ When a match occurs it can be with $c ^ { m } = c _ { i } ,$ or it can be with $c ^ { m } \in \mathcal { C } ( s _ { j } ) \backslash c _ { i }$ The probabilities for these outcomes are given in Figure 12. ",21,"[89, 606, 908, 666]",382,2016405925161734345,
2016405925161734362,W1013271995,text,"Consider the event that $s ^ { N + 1 }$ finds a match of any type within ${ \bf { \mit m } } _ { \ell } ,$ after skipping $r _ { 1 } , \ldots , r _ { \ell - 1 } , r _ { \ell }$ customers in $\mathfrak { w } _ { 1 } , \dots , \mathfrak { w } _ { \ell }$ .The probability of this event is ",21,"[93, 667, 903, 698]",383,2016405925161734345,
2016405925161734363,W1013271995,equation,"$$
\left[ \prod _ { k = 1 } ^ { \ell - 1 } \left( \frac { \alpha _ { ( k ) } } { \beta _ { ( k ) } } \chi _ { k } \right) ^ { r _ { k } } \left( 1 - \frac { \alpha _ { ( k ) } } { \beta _ { ( k ) } } \right) \right] \left( \frac { \alpha _ { ( \ell ) } } { \beta _ { ( \ell ) } } \chi _ { \ell } \right) ^ { r _ { \ell } } \frac { \alpha _ { ( \ell ) } } { \beta _ { ( \ell ) } } ( \phi _ { \ell } + \psi _ { \ell } ) .
$$",21,"[320, 707, 674, 746]",384,2016405925161734345,
2016405925161734364,W1013271995,text,"Dividing and multiplying by $1 - ( \alpha _ { ( k ) } / \beta _ { ( k ) } ) \chi _ { k } , k = 1 , \dots , \ell$ and rearranging we obtain ",21,"[91, 753, 709, 771]",385,2016405925161734345,
2016405925161734365,W1013271995,equation,"$$
\Bigg ( \frac { \alpha _ { ( \ell ) } ( \phi _ { \ell } + \psi _ { \ell } ) } { \beta _ { ( \ell ) } - \alpha _ { ( \ell ) } \chi _ { \ell } } \prod _ { k = 1 } ^ { \ell - 1 } \frac { \beta _ { ( k ) } - \alpha _ { ( k ) } } { \beta _ { ( k ) } - \alpha _ { ( k ) } \chi _ { k } } \Bigg ) \prod _ { k = 1 } ^ { \ell } \Bigg ( \frac { \alpha _ { ( k ) } } { \beta _ { ( k ) } } \chi _ { k } \Bigg ) ^ { r _ { k } } \Bigg ( 1 - \frac { \alpha _ { ( k ) } } { \beta _ { ( k ) } } \chi _ { k } \Bigg ) ,
$$",21,"[290, 780, 705, 819]",386,2016405925161734345,
2016405925161734366,W1013271995,text,"nere the $r _ { k }$ are seen to have a geometric distribution, and the probability multiplying the geometric distribution erms is the probability that the match will occur in the word ${ \mathfrak { w } } _ { \ell }$ . ",21,"[98, 827, 905, 858]",387,2016405925161734345,
2016405925161734367,W1013271995,text,Consider next the same event conditional on the match being of type $c _ { i }$ .We need to divide the probabilities in each step by $1 - ( \alpha _ { ( k ) } / \beta _ { ( k ) } ) \psi _ { k }$ .The resulting probability is ,21,"[91, 858, 901, 888]",388,2016405925161734345,
2016405925161734368,W1013271995,equation,"$$
\Biggl [ \prod _ { k = 1 } ^ { \ell - 1 } \Biggl ( \frac { \alpha _ { ( k ) } \chi _ { k } } { \beta _ { ( k ) } - \alpha _ { ( k ) } \psi _ { k } } \Biggr ) ^ { r _ { k } } \Biggl ( \frac { \beta _ { ( k ) } - \alpha _ { ( k ) } } { \beta _ { ( k ) } - \alpha _ { ( k ) } \psi _ { k } } \Biggr ) \Biggr ] \Biggl ( \frac { \alpha _ { ( \ell ) } \chi _ { \ell } } { \beta _ { ( \ell ) } - \alpha _ { ( \ell ) } \psi _ { \ell } } \Biggr ) ^ { r _ { \ell } } \frac { \alpha _ { ( \ell ) } \phi _ { \ell } } { \beta _ { ( \ell ) } - \alpha _ { ( \ell ) } \psi _ { \ell } } .
$$",21,"[266, 897, 728, 936]",389,2016405925161734345,
2016405925161734369,W1013271995,discarded,"Adan et al.:Reversibility of FCFS Matching Mathematics of Operations Research, 2018, vol. 43, no. 2, pp. 598621, $\circledcirc$ 2017 INFORMS ",21,"[473, 46, 906, 71]",390,2016405925161734345,
2016405925161734370,W1013271995,discarded,618 ,21,"[91, 58, 119, 69]",391,2016405925161734345,
2016405925161734371,W1013271995,discarded,,21,"[0, 183, 22, 823]",392,2016405925161734345,
2016405925161734372,W1013271995,image,,22,"[274, 109, 720, 329]",393,2016405925161734345,
2016405925161734373,W1013271995,text,"Again, dividing and multiplying by $1 - \alpha _ { ( k ) } \chi _ { k } / ( \beta _ { ( k ) } - \alpha _ { ( k ) } \psi _ { k } ) \ k = 1 , \dots , \ell$ and rearranging we obtain ",22,"[96, 353, 812, 372]",394,2016405925161734345,
2016405925161734374,W1013271995,equation,"$$
\Bigg ( \frac { \alpha _ { ( \ell ) } \phi _ { \ell } } { \beta _ { ( \ell ) } - \alpha _ { ( \ell ) } ( \psi _ { \ell } + \chi _ { \ell } ) } \prod _ { k = 1 } ^ { \ell - 1 } \frac { \beta _ { ( k ) } - \alpha _ { ( k ) } } { \beta _ { ( k ) } - \alpha _ { ( k ) } ( \psi _ { k } + \chi _ { k } ) } \Bigg ) \prod _ { k = 1 } ^ { \ell } \Bigg ( \frac { \alpha _ { ( k ) } \chi _ { k } } { \beta _ { ( k ) } - \alpha _ { ( k ) } \psi _ { k } } \Bigg ) ^ { r _ { k } } \Bigg ( 1 - \frac { \alpha _ { ( k ) } \chi _ { k } } { \beta _ { ( k ) } - \alpha _ { ( k ) } \psi _ { k } } \Bigg ) ,
$$",22,"[207, 381, 789, 421]",395,2016405925161734345,
2016405925161734375,W1013271995,text,where again we have $r _ { k }$ w $c _ { i }$ happens in word ${ \mathfrak { w } } _ { \ell }$ . ,22,"[91, 431, 901, 462]",396,2016405925161734345,
2016405925161734376,W1013271995,text,"We see that conditional on $S _ { 1 } , \ldots , S _ { J }$ the value of $\# c _ { L }$ in the match of $s ^ { N + 1 } = s _ { j }$ with $c ^ { m }$ , is a mixture of convolutions of $\ell$ geometric random variables, where the mixture is over the value of $\ell$ We use $\star _ { k = 1 } ^ { \ell }$ to denote convolution of $\ell$ random variables indexed by $k$ : ",22,"[89, 463, 906, 510]",397,2016405925161734345,
2016405925161734377,W1013271995,equation,"$$
\# c _ { L } \sim G _ { 1 } \star \dots \star G _ { \ell } = \sum _ { k = 1 } ^ { \ell } \mathrm { G e o m } _ { 0 } \Bigg ( 1 - \frac { \alpha _ { ( k ) } } { \beta _ { ( k ) } } \chi _ { k } \Bigg ) \quad \mathrm { w . p . ~ } \frac { \alpha _ { ( \ell ) } ( \phi _ { \ell } + \psi _ { \ell } ) } { \beta _ { ( \ell ) } - \alpha _ { ( \ell ) } \chi _ { \ell } } \prod _ { k = 1 } ^ { \ell - 1 } \frac { \beta _ { ( k ) } - \alpha _ { ( k ) } } { \beta _ { ( k ) } - \alpha _ { ( k ) } \chi _ { k } }
$$",22,"[217, 520, 779, 559]",398,2016405925161734345,
2016405925161734378,W1013271995,text,and in the match of $s ^ { N + 1 } = s _ { j }$ with $c ^ { m } = c _ { i }$ ,22,"[91, 569, 401, 587]",399,2016405925161734345,
2016405925161734379,W1013271995,equation,"$$
\# c _ { L } \sim G _ { 1 } \star \cdot \cdot \cdot \star G _ { \ell } = \sum _ { k = 1 } ^ { \ell } \mathsf { G e o m m } _ { 0 } \left( 1 - \frac { \alpha _ { ( k ) } \chi _ { k } } { \beta _ { ( k ) } - \alpha _ { ( k ) } \psi _ { k } } \right) \quad \mathsf { w . p . } \quad \frac { \alpha _ { ( \ell ) } \phi _ { \ell } } { \beta _ { ( \ell ) } - \alpha _ { ( \ell ) } ( \psi _ { \ell } + \chi _ { \ell } ) } \prod _ { k = 1 } ^ { \ell - 1 } \frac { \beta _ { ( k ) } \alpha _ { ( k ) } } { \beta _ { ( k ) } - \alpha _ { ( k ) } ( \psi _ { k } + \chi _ { \ell } ) } ,
$$",22,"[158, 598, 816, 638]",400,2016405925161734345,
2016405925161734380,W1013271995,text,"The number of matched and exchanged servers succeeding the match, $\# \tilde { s } _ { R } ,$ is independent of the number of skipped customers prior to the match. Also, if the match occurs in ${ \bf { m } } _ { \ell } ,$ the number of matched and exchanged servers after $c ^ { m }$ is geometric by the memoryless property of geometric random variables. Hence, conditional on $S _ { 1 } , \dots , S _ { J }$ in the match of $s ^ { \tilde { N } + 1 } = s _ { j }$ with $c ^ { m }$ , $\# s _ { R }$ is a mixture of convolutions of geometric random variables, plus the succeeding servers $S _ { \ell + 1 } , \ldots , S _ { J }$ . ",22,"[89, 648, 908, 727]",401,2016405925161734345,
2016405925161734381,W1013271995,equation,"$$
\# \mathfrak { S } _ { R } \sim H _ { \ell } \star \dots \star H _ { J } + ( J - \ell ) = ( J - \ell ) + \frac { J } { \kappa - \ell } \mathsf { G e o m } _ { 0 } \bigg ( 1 - \frac { 1 - \beta _ { ( k ) } } { 1 - \alpha _ { ( k ) } } \bigg ) \quad \mathrm { w i t h ~ a p p r o p r i a t e ~ p r o b a b i l i t i o n ~ \beta ~ }
$$",22,"[160, 736, 816, 775]",402,2016405925161734345,
2016405925161734382,W1013271995,text,"Note. In al these equations, empty sums, empty products, and 0 probabilities occur when necessary. We summarize these results in terms of generating functions. ",22,"[94, 784, 828, 815]",403,2016405925161734345,
2016405925161734383,W1013271995,text,"$L _ { s _ { j } } , L _ { c _ { i } , s _ { j } }$ are ",22,"[93, 823, 594, 842]",404,2016405925161734345,
2016405925161734384,W1013271995,equation,"$$
\begin{array} { c } { { { \displaystyle { \cal E } ( \bar { Z } ^ { L _ { s _ { j } } } ) = \sum _ { ( S _ { 1 } , \ldots , S _ { J } ) \in \mathcal { P } _ { R } } \pi _ { R } ( S _ { 1 } , \ldots , S _ { J } ) \sum _ { \ell = 1 } ^ { J } \frac { \alpha _ { ( \ell ) } ( \phi _ { \ell } + \psi _ { \ell } ) } { \beta _ { ( \ell ) } - \alpha _ { ( \ell ) } \chi _ { \ell } } \prod _ { k = 1 } ^ { \ell - 1 } \frac { \beta _ { ( k ) } - \alpha _ { ( k ) } } { \beta _ { ( k ) } - \alpha _ { ( k ) } \chi _ { k } } } } } \\ { { { \displaystyle { \cal ~ \times } \prod _ { k = 1 } ^ { \ell } \left( \frac { \beta _ { ( k ) } - \alpha _ { ( k ) } \chi _ { k } } { \beta _ { ( k ) } - \alpha _ { ( k ) } \chi _ { k } Z } \right) \times \prod _ { k = \ell } ^ { J } \left( \frac { \beta _ { ( k ) } - \alpha _ { ( k ) } } { 1 - \alpha _ { ( k ) } - ( 1 - \beta _ { ( k ) } ) Z ^ { - 1 } } \right) \times \frac { 1 } { Z ^ { J - \ell } } } } } \end{array}
$$",22,"[228, 853, 702, 939]",405,2016405925161734345,
2016405925161734385,W1013271995,discarded,"Adan et alReversibility of FCFS Matchin Mathematics of Operations Research, 2018, vol. 43, no. 2, pp. 598621, $\circledcirc$ 2017 INFORMS ",22,"[89, 46, 522, 70]",406,2016405925161734345,
2016405925161734386,W1013271995,discarded,619 ,22,"[877, 58, 905, 69]",407,2016405925161734345,
2016405925161734387,W1013271995,discarded,,22,"[0, 185, 24, 821]",408,2016405925161734345,
2016405925161734388,W1013271995,equation,"$$
\begin{array} { r } { E ( \mathbb { Z } ^ { L _ { s _ { j } , c _ { i } } } ) = \displaystyle \sum _ { ( S _ { 1 } , \ldots , S _ { J } ) \in \mathcal { P } _ { J } } \pi _ { R } ( S _ { 1 } , \ldots , S _ { J } ) \displaystyle \sum _ { \ell = 1 } ^ { J } \frac { \alpha _ { ( \ell ) } \phi _ { \ell } } { \beta _ { ( \ell ) } - \alpha _ { ( \ell ) } ( \psi _ { \ell } + \chi _ { \ell } ) } \displaystyle \prod _ { k = 1 } ^ { \ell - 1 } \frac { \beta _ { ( k ) } - \alpha _ { ( k ) } } { \beta _ { ( k ) } - \alpha _ { ( k ) } ( \psi _ { k } + \chi _ { k } ) } } \\ { \times \displaystyle \prod _ { k = 1 } ^ { \ell } \Bigl ( \frac { \beta _ { ( k ) } - \alpha _ { ( k ) } ( \psi _ { k } + \chi _ { k } ) } { \beta _ { ( k ) } - \alpha _ { ( k ) } \psi _ { k } - \alpha _ { ( k ) } \chi _ { k } \mathbf { Z } } \Bigr ) \times \displaystyle \prod _ { k = \ell } ^ { J } \Bigl ( \frac { \beta _ { ( k ) } - \alpha _ { ( k ) } } { 1 - \alpha _ { ( k ) } - ( 1 - \beta _ { ( k ) } ) \boldsymbol { Z } ^ { - 1 } } \Bigr ) \times \displaystyle \frac { 1 } { \boldsymbol { Z } ^ { J - \ell } } . } \end{array}
$$",23,"[217, 87, 781, 172]",409,2016405925161734345,
2016405925161734389,W1013271995,title,6.1. Matching Rates,23,"[91, 184, 486, 199]",410,2016405925161734345,2.0
2016405925161734390,W1013271995,text,"oroposed $\pi _ { D } , \pi _ { E } ,$ similar to (8), satisfy ",23,"[96, 200, 905, 228]",411,2016405925161734389,
2016405925161734391,W1013271995,equation,"$$
\begin{array} { r l } & { \pi _ { D } ( \mathfrak { z } , \mathfrak { v } ) P ( D _ { N + 1 } = ( \mathfrak { z ^ { \prime } } , \mathfrak { v ^ { \prime } } ) \mid D _ { N } = ( \mathfrak { z } , \mathfrak { v } ) ) = \pi _ { D } ( \mathfrak { z ^ { \prime } } , \mathfrak { v ^ { \prime } } ) P ( D _ { n } = ( \mathfrak { z } , \mathfrak { v } ) \mid D _ { N + 1 } = ( \mathfrak { z ^ { \prime } } , \mathfrak { v ^ { \prime } } ) ) } \\ & { \qquad = \pi _ { E } ( \dot { \mathfrak { v ^ { \prime } } } , \dot { \mathfrak { z ^ { \prime } } } ) P ( E _ { M + 1 } = ( \dot { \mathfrak { v } } , \dot { \mathfrak { z } } ) \mid E _ { M } = ( \dot { \mathfrak { v ^ { \prime } } } , \dot { \mathfrak { z ^ { \prime } } } ) ) . } \end{array}
$$",23,"[253, 234, 743, 273]",412,2016405925161734389,
2016405925161734392,W1013271995,text,"There are 10 types of transitions from $D _ { N }$ to $D _ { N + 1 }$ and from $E _ { M }$ to $E _ { M + 1 } ,$ and some special cases when the matching is berfect. We verify (A.1) for a few of them, the verification for the remaining types is similar. ",23,"[96, 280, 903, 309]",413,2016405925161734389,
2016405925161734393,W1013271995,text,"(i) In the transition from $D _ { N }$ to $D _ { N + 1 } ,$ customer $c ^ { N + 1 } = c _ { i }$ is matched and exchanged with some $y ^ { k } = s _ { h }$ where $k > 1$ while server $s ^ { N + 1 } = s _ { j }$ reis unathed. This hap $c _ { i } \in \bar { \mathcal { C } } \{ y ^ { 1 } , \ldots , y ^ { k - 1 } \} \cap \mathcal { C } ( y ^ { k } ) ,$ and $s _ { j } \notin \mathcal { S } \{ z ^ { 1 } , \ldots , z ^ { L } \}$ The transition probability is $\alpha _ { c _ { i } } \beta _ { s _ { j } }$ . In this transition the length of $y$ and $z$ is increased by 1. The transition is ",23,"[89, 309, 906, 352]",414,2016405925161734389,
2016405925161734394,W1013271995,equation,"$$
D _ { N } = \{ \begin{array} { c } { { z ^ { 1 } , \ldots , z ^ { L } } } \\ { { y ^ { 1 } , \ldots , y ^ { k } = s _ { h } , \ldots , y ^ { K } \hfill } } \end{array} \}  D _ { N + 1 } = \{ \begin{array} { c } { { z ^ { 1 } , \ldots , z ^ { L } , s _ { h } } } \\   y ^ { 1 } , \ldots , y ^ { k } = c _ { i } , \ldots , y ^ { K } , s _ { j } \} . \end{array}
$$",23,"[271, 359, 723, 393]",415,2016405925161734389,
2016405925161734395,W1013271995,text,"In the reversed transition from $\overleftarrow { E } _ { N + 1 }$ to $\overleftarrow { E } _ { N } ,$ we see ",23,"[106, 401, 442, 419]",416,2016405925161734389,
2016405925161734396,W1013271995,equation,"$$
\overleftarrow { \boldsymbol { E } } _ { N + 1 } = \left\{ \begin{array} { c } { z ^ { 1 } , \ldots , z ^ { L } , s _ { h } } \\ { y ^ { 1 } , \ldots , y ^ { k } = c _ { i } , \ldots , y ^ { K } , s _ { j } } \end{array} \right\} \longrightarrow \overleftarrow { \boldsymbol { E } } _ { N } \left\{ \begin{array} { c } { z ^ { 1 } , \ldots , z ^ { L } } \\ { y ^ { 1 } , \ldots , y ^ { k } = s _ { h } , \ldots , y ^ { K } } \end{array} \right\} ,
$$",23,"[281, 424, 715, 457]",417,2016405925161734389,
2016405925161734397,W1013271995,text,which is the same as the transition ,23,"[93, 463, 325, 478]",418,2016405925161734389,
2016405925161734398,W1013271995,equation,"$$
E _ { M } = \left\{ \begin{array} { c } { { s _ { j } , y ^ { K } , \ldots , y ^ { k } = c _ { i } , \ldots , y ^ { 1 } } } \\ { { z _ { h } , z ^ { L } , \ldots , z ^ { 1 } } } \end{array} \right\} \longrightarrow E _ { M + 1 } \left\{ \begin{array} { c } { { y ^ { K } , \ldots , y ^ { k } = s _ { h } , \ldots , y ^ { 1 } } } \\ { { z ^ { L } , \ldots , z ^ { 1 } } } \end{array} \right\} .
$$",23,"[281, 482, 717, 515]",419,2016405925161734389,
2016405925161734399,W1013271995,text,"The length of $y$ and $z$ is reduced by 1, and this transition is deterministic, it happens with probability 1. Verification of (A.1) follows from ",23,"[93, 522, 787, 550]",420,2016405925161734389,
2016405925161734400,W1013271995,equation,"$$
\pi _ { D } ( D _ { N + 1 } ) = \pi _ { D } ( D _ { N } ) \alpha _ { c _ { i } } \beta _ { s _ { j } } , \qquad P ( D _ { N + 1 } \mid D _ { N } ) = \alpha _ { c _ { i } } \beta _ { s _ { j } } , \qquad P ( \bar { E } _ { N } \mid \bar { E } _ { N + 1 } ) = 1 .
$$",23,"[258, 558, 740, 579]",421,2016405925161734389,
2016405925161734401,W1013271995,text,"ii In the transition from $D _ { N }$ to $D _ { N + 1 } ,$ customer $c ^ { N + 1 } = c _ { i }$ is matched and exchanged with $\boldsymbol { y } ^ { 1 } = \boldsymbol { s } _ { h } ,$ and $s ^ { N + 1 } = s _ { j }$ is matchec and exchanged with $\boldsymbol { z } ^ { 1 } = \boldsymbol { c } _ { t }$ The resulting transition is either ",23,"[91, 585, 900, 614]",422,2016405925161734389,
2016405925161734402,W1013271995,equation,"$$
D _ { N } = \left\{ \begin{array} { l l } { { z ^ { 1 } = c _ { t } , z ^ { 2 } , \ldots , z ^ { L } } } \\ { { y ^ { 1 } = s _ { h } , y ^ { 2 } , \ldots , y ^ { K } } } \end{array} \right\} \to D _ { N + 1 } = \left\{ \begin{array} { l l } { { z ^ { l } , \ldots , z ^ { L } , s _ { h } } } \\ { { y ^ { k } , \ldots , y ^ { K } , c _ { t } } } \end{array} \right\}
$$",23,"[323, 621, 673, 655]",423,2016405925161734389,
2016405925161734403,W1013271995,text,or ,23,"[91, 660, 107, 671]",424,2016405925161734389,
2016405925161734404,W1013271995,equation,"$$
D _ { N } = \{ \begin{array} { l l } { z ^ { 1 } = c _ { t } , z ^ { 2 } , \ldots , z ^ { L } } \\ { y ^ { 1 } = s _ { h } , y ^ { 2 } , \ldots , y ^ { K } } \end{array} \}  D _ { N + 1 } = \emptyset ;
$$",23,"[369, 666, 627, 699]",425,2016405925161734389,
2016405925161734405,W1013271995,text,and the corresponding reversed transition is in the former case ,23,"[89, 700, 513, 715]",426,2016405925161734389,
2016405925161734406,W1013271995,equation,"$$
\begin{array} { r } { \boldsymbol { E _ { M } } = \{ \begin{array} { l } { c _ { t } , y ^ { K } , \ldots , y ^ { k } } \\ { s _ { h } , z ^ { L } , \ldots , z ^ { l } } \end{array} \}  \boldsymbol { E _ { M + 1 } } = \{ \begin{array} { l } { y ^ { K } , \ldots , y ^ { 2 } , y ^ { 1 } = s _ { h } } \\ { z ^ { L } , \ldots , z ^ { 2 } , z ^ { 1 } = c _ { t } } \end{array} \} } \end{array}
$$",23,"[325, 722, 671, 756]",427,2016405925161734389,
2016405925161734407,W1013271995,text,and in the latter case ,23,"[91, 762, 233, 776]",428,2016405925161734389,
